622747	9263,7119,4528,7923,8209,3511,3796,5278,5809,5085,2069,3151,3173,5908,8344
426142	7336,4572,3924,2938,3030,2223,8077,1202,5521,8789,5896,6626,2099,5653
458915	7336,2202,2711,5594,3924,9230,8397,9478,4572,6709,8721,7515,9960,6533,4208,9755,2015,2099,8261,6538
950437	8427,2711,2125,9604,6391,7434,8359,8811,9844,8790,9143,9230,6538
327846	7336,2711,5385,3924,9230,8397,9755,7539,9844,1651,3162
464241	1574,1859,8257,3554,7405,1023,3587,3683,6391,5278,2223,2491,3051,6067,4009,6626,7537,6449,7628,4447,1369
983210	9755
589998	6067,5896
890368	6796,7336,7631,3924,9371,3121,9674,5793,5896,3135,7380,1651,2099,7780
557244	1788,9617,6584,9401,9674,9629,6067,6088,3135,4108,7119
950462	2202,2711,1161,8177,5652,6804,6391,9478,3971,4572,6615,9769,3896,3458,6538,6449
590021	3760,7336,2711,5385,3924,6391,4179,7062,9755,7692,9844,2139,9230,7619
131273	1348,6796,2211,6984,8082,9397,6391,1200,3135,5757,8760,9143,7631,9594,2008,9408
884938	7336,2211,4157,3924,4528,3221,2223,2234,1569,5794,5793,5896,5321
513399	2051,4009,1287,7455,1161,3025,6391,8608,2453,6685,2658,6067,4072,7537,7405,7014,7119,3896,8618,6449
884940	1651,5896,8177,7210,9755,5793,2400,2828,6092,6538,6449
753873	6796,4923,8229,9397,7818,9674,1569,5793,5896,9594,5496,2099
196818	9064,5441,1734,3709,6067,2008,4950
507940	7336,8779,6067,3924,7299,3516,7929,7515,2711,9648,6615,1651,9230
813775	4748,2938,8177,4069,8397,4570,9755,2711,6533,9844,7382,1651,9230
458973	9151
819423	3760,9478,2711,5594,8397,7515,9755,6533,9844,7658,9230,6538
884960	9397,8424,6391,4668,9604,4248,3639,9230,2980,2925,6675,8359,6067,4770,8250,5656,7119,3419,2099,2361,5385
196833	5029,4153,2211,6984,2341,4069,3796,5085,7776,4572,5794,5793,5896,6059,1651,2807,7990,6449
458980	5380,7336,5896,3924,5794,9674,7776,5557,6197,5793,9513,3135,1651,6164,7990
622834	2862,8397,1147,6391,6812,2711,8359,4572,6337,1520,8489,9769,9230,6538,6449
426227	4051,2211,6550,7923,3924,8427,5297,4528,5476,6611,5794,5793,2601,5896,1147
196852	3760,5385,3924,2292,6391,4179,6067,9227,9230
753913	5303,3924,7918,6088,7037,4923,1859,3511,5278,1734,1569,6067,9709,6611,5739,3051,2211,8080,7149,4528,3683,6391,2234,5085,2491,6074,1369
852221	7336,2211,2711,9604,3924,6391,2862,4570,9755,2108,9143,8790,8489,9230,9844
131327	1789,1725,4618,8440,1739,2980,7434,6067,5801,1651,2361,6972,5997,3709,5739,8356,6540,6391,5085,7405,6251,7529,3198
229637	7119,3926
262406	6555,6792,5223,8229,6391,3030,5557,7929,7434,1569,5474,6067,9143
983306	9808
185730	4572,2341,4770,8177,9230,8229,6804,2775,2766,5521,7515,5793,5896,2099,4741
655641	5896,3924,2925,7116,2099,2807,8250,5378,6346,7515,1651,5380,2766,4770,8127,9397,7336,3205,7149,8082,3030,6038,5793
223691	7336,3038,1147,3924,6429,6709,5557,9840,5793,6067,5896,6692,8006,9769
551643	9263,3796,4369,4368,5521,9143,7014,4045,1984,4901,7617,5278,6067,2402,5801,6449,2361,5380,2854,7929,8359,9648,8357,3051,9397,1509,3683,2495,3404
595334	9397,5380,4069,5378,8397,4572,3829,7929,4980,7515,2711,4480,4202,5786,1528,6449
885038	5029,6796,3832,7776,6101,3135,1569,7990,6059,1720,5793
763801	7336,3924,1023,4942,2080,4528,8633,4290,2453,5216,9791,6067,8427,8811,7662,4220,3051
655667	3760,2443,8397,1303,7515,6985,6391,2925,4179,2588,9498,5786,8931,4770,9844,7658,8489,9230,2386,9755
655670	1859,8608,7455,8544,8082,4009,5085,7522,6067,4447,7405,9594,2099
590139	9397,7336,3796,3924,8082,3509,6391,5278,1734,5997,6074,6067,1522,6361,4874,9230,4950
557373	9397,4748,8250,9230,3030,6391,3874,6675,7515,4770,7119,1387,2099,2361
590143	7336,3121,3924,6391,9755,8397,7515,2711,9960,9844,1651,9230,1888
590146	6067,5896,4528
786763	7219,7270,2786,1023,9806,5087,8742,3015,3135,8618
234893	2211,5686,4528,4901,9806,5794,5793,5896,2008,7895
196949	4981,7119,6067
196951	7803,6067,4699,9471,5278,9048,6811,5997,6197,3097,5896,3173
295256	7336,9769,3924,3030,6391,5285,2223,5085,5557,4494,6067,6088,7830,1930,1651,3198
731878	5216,5106,1734,4528
622950	7119,7803,9408,3097
721256	8250
622960	6272,7250,6003,4290,1446,5793,5896,4220,1147
819570	5186,3924,3683,1271,2080,6391,5557,5085,2766,1955,7829,6337,7539,6067,5739
917876	3435
852344	2211,4528,4942,1719,9471,1446,6611,5794,5793,2008,6449
426364	7336,2202,2521,1023,3924,3151,5085,1569,2798,6067,5793,5896,5073
754046	7336,2228,3924,1616,5285,5557,5085,3135,8949,9629,5794,7539,5896,7918,5793,5998
590224	6067,9048
164241	1858,1023,4699,4124,3151,6067,7539,1573
197011	7336,4301,2711,5385,3924,9071,7207,4179,7339,7515,9960,9844,5495,1651,9755
885147	7119,9979,6801
262557	7336,6391,3924,2938,7561,8397,8077,3208,7515,2711,8427,4770,2099,7628
983455	9397,6391,1147,6597,6804,3796,4185,4572,3208,5521,7515,2711,8177,1495,7131,8489,6449
655779	8257,5038,6088,9143,4784,3651,5071,2223,6067,1651,3587,9158,6639,5739,8122,6449,4528,2491,8896,6391,8811,7529,1662
819621	6391,8250,3924,2658,4471,8344,9383,4699,9780,1569,4590,6067,7539,4029,5285,7929,6887,5997,4770,3683,1725,5085
131498	5656,8250
295341	5029,4668,5148,3683,2491,4325,5786,4187,4699,6811,6067,6088,9230
459185	7336,6272,2521,2601,3924,2990,9806,5793,3853,5896,9627
885174	9397,7336,8639,3924,4696,8067,6391,5794,7755,4784
491959	7336,1651,3924,5702,2139,9674,5793,7116,5896,3135,5914,5686,6164
197052	9397,5624,8177,4699,9095,6391,5085,2741,1694,6067,4528,9143,6626,5073,7662
623039	8177,6812,5216,6067,6058,7830,3198,1528,6449
786884	3760,9397,8397,1303,6391,4179,2588,7515,9960,4770,2386,7658,9594,9230,9755
754117	9263,3924,5557,1288,7792,4029,1739,1859,2202,4699,2303,5278,2223,1569,7515,6067,7690,5801,2113,6365,5168,8229,1238,4947,7929,5997,1495,6716,6449,6796,2491,6391,3151,5085,8764,8931
322295	7336,2211,1651,7923,3924,3034,6391,2223,5085,6709,1694,6067,5684,6092,5739,9769
786898	7336,4784,8639,3924,4696,5442,5175,4208,1683,5794,5793,1651,7780,7149
459219	7990
917973	9397,8397,9449,3924,8229,6391,4572,7515,4069,4770,9230,8250
262617	1147,8177,9105,9674,7119,3419,7728,4748,3473,1522,1523,7699,7555,6972,9064,7920,6675,9840,5896,8313,4683,1708,3033,9573,9004,5793,9979
688607	6796,7336,2211,3924,2308,8383,5901,5793,5896,2245,5380,5073,1651,2099
295392	5148
502523	7336,1023,3924,3663,4696,6391,7929,6524,5640,2530,7014
295397	2669
492006	1788,9617,4528,4699,3511,5085,8949,6611,6067,8581,2252
197099	4923,7210,6074,7555,5896
256765	4668,5087,5085,6887,6361,9230
950768	7336,2211,3924,4528,5794,5085,9629,5934,5793,5896,7539,1662
754161	5811,4784,5896,1303
328180	9263,1161,9471,4618,6088,7830,2785,9381,6511,6067,3896,2361,5998,6449,7250,1023,2491,8896,6391,3030,6337,9922
918009	2211,6272,2592,3924,4528,5440,5793,5896,3162
819712	6365
786946	1147,4942,3683,2080,9471,4324,6337,6067,7014,6449
786947	1161,8177,9806,6812,3004,9629,6337,6067,3133,9143,2008
360965	7336,4721,4770,3924,3509,8229,4185,1569,7515,2658,5793,3404,5896,1888,5652,9960,9230
355073	2859,5686,4770,8250,2069,7210,4934,5997,5085,6447,7515,6067,5896,5073,1387,8344
360970	1807,5076
754189	9263,8609,4369,2223,5116,3651,7149,6067,8949,2562,5278,1613,4124,2711,5786,2108,1651,8618,7555,6584,5794,3135,9629,5896,3173,3051,9297,1023,2491,6391,2086,1845,4658,6197,5793,3097,8489
885263	9755
492064	1303,9674,9594,2099,2807,2308,4748,7434,7755,8737,9408,3584,3874,1152,5557,4770,8127,9230,7780,6796,7149,6391
393761	1303,4182,9594,2099,2807,4748,4679,3796,4142,7515,2402,1507,7536,5380,2443,1152,8577,4770,4447,9230,8082,4179
623139	6067,1238,1734,2935
131620	1226,2711,1147,3924,1853,6709,4572,7619,4741,4069,7515,5786,3896,5380,4570,8067,6804,8397,2854,6615,1938,7336,1287,6391,4997,5871
131623	8000
786984	7336,2211,6792,4157,3924,4528,2223,5809,5793,5896,5321,1651
852522	9263,9617,6812,8789,6088,5786,9302,5319,6550,4942,1429,5278,2223,5809,6067,1788,8678,5029,7920,5942,2211,1651,4528,5303,5085
459309	7336,2211,6272,7923,3924,4528,6611,5794,5793,5896,5684,1651
770141	4572,1147,8177,8229,6449,8205,4721,2775,3208,7515,9840,5793,6067,5896,5686,2601
229939	6812,5942,9611,3683,8177,2223,5085,2741,9629,6067,5793,5896
890292	2341,1023,2080,1195,9629,6067,5739,6449
688698	7336,2658,3924,3509,1271,2303,6391,2223,5085,1569,6067
393789	9397,3509,3121,8177,9230,6391,3516,2658,7515,2711,4770,6251,7536,2099,7380,6449
562613	6615,9230,8618,4550
590400	7336,4069,8251,1651,3924,6804,3796,6812,2775,2711,6615,9769,9230
196704	7336,1287,4528,1147,3924,4942,1719,2980,8633,4290,1662,1446,6067,2080
819779	5029,4874,6812,5896,9840,3034,2980,4185,6067,5793,1522,9064
787014	7210,2069,1287,5116,5896
524873	2069,7515,9443,3924,4770
918751	7270,3924,9674,6067,7119,6874
754261	5987
426583	2778,4528,7062,2223,6447,6067
492120	9617,2211,8177,2634,1719,4528,5085,3208,4480,6611,5794,1865,5896,5793,6449
524889	8397,1161,2711,3683,9445,6391,9471,9755,6337,7662,3896,6538,6449
191247	5029,2711,8397,9755,9844,7658,1651,9230,6538,6449
885340	9397,4045,8618,4699,6804,6391,3030,1073,2854,7929,3683,4572,5871,4480,9648,4770,6067,2080,2361,6449
688735	1788,8427,1287,8080,7923,3924,4528,3683,1271,2223,5085,6067,5793,6626,9297
492129	4009,7413
131684	7092,4696,4699,2629,3625,1569,5997,7690,6144,3198
234942	1147,9004,4942,1719,4528,9840,1446,6067,5793,5896,1662
754298	7219,7119,8479,5370,4528
885374	9755,2711,6067,3420
623239	5029,6582,4163,8639,8067,4185,1683,9840,5793,5896,8006,6449
623244	7336,3924,5038,4743,9443,5285,3208,7515,5793,7116,8347,5960,5896,2099,2807,7619
885390	2778,2211,1082,4248,4528,5168,2847,9364,2925,5476,5757,3989,5896,2014,5511,9143,2008,9408,7902,6449
787088	2859,7336,4947,3924,1023,3509,3683,6391,1613,6657,1694,6067,1788,9143,6739,5739
557713	3777,8177,9170,4368,2453,8790,4572,8304,6533,9143,7014,1428,3796,5786,4708,7515,6067,4953,3896,5380,1271,1137,6447,5557,1592,6716,9230,8357,6449,5594,3208,8489,2008,3968
328343	6796,5908,5653,8209
409711	7336,2211,6550,3924,4528,8633,6398,7259,6611,5794,5793,4764,5896,8080,6883
787100	6812,6550,1147,4942,4528,6611,9840,8177,5896,5793,2063,9302
131744	7336,3924,4528,6812,6611,5794,9629,6067,7539,2689,5896,7014,5085,3046
590497	6067,4699,1271,2080,6391,3221,5278,2139,2491,9629,6337,1520,3097,6144,9143,3051,3896,6449
983715	4572,6067,9381,4770,2854
557735	6067,7336,2526,8225,3924,6887,4699,2080,6391,1734,2658,2491,6337,2980,9143,5739
131754	9910,1651,4699,6812,2223,8077,5168,6067,5085,9769,6164,6449
393900	8427,5278,9618,9143,7014,4658,6908,1739,4009,7455,4743,5371,6067,1523,5801,6449,2938,2918,7929,5997,4447,7628,3051,2491,2080,6391,3033,1669,7537
590511	7336,2711,1161,3924,4942,6391,2139,7692,8721,9143,9230
191262	1789,6391,4325,1613,7929,5557,6067,1520,7405,7663,6449,7014,2361,9170
226978	8374,2694,1023,5168,3435,6067,7537,7405,2530,6449,1528,7014,9769,9170
590521	1227,3924,4187,7918,7116,6088,6144,4784,4029,1734,6067,8732,8639,9443,5997,5896,7336,6139,7149,3151,5085,5794,5793
262851	2658,8082,1023,4942,4528,6391,2223,1734,7434,6067,9143,7663,5076,2361,3419
787141	2859,7336,3924,1023,2080,6391,1720,2741,9629,8713,6067,9143,6739
787151	6611,5116,7119,8357
262870	6067,2862,2711,2125,1161,3924,1719,6391,7929,6447,6337,6533,7014,4582
928548	2443,2787,7923,4942,4528,8633,2223,6067,5793,5896,4220,2211
164572	4153,4069,9230,9105,7929,4572,2108,1520,6067,6626,3896,6449
754399	9263,8427,1725,1161,8447,6088,3554,6067,3896,6972,3587,6639,6887,6391,6449,3683,1027,1023,2990,5440,2491,7529
393952	4009,4705,7455,2080,6391,7929,6067,9960,8931,4447,9769,3896
328420	6874,7336,1651,3924,6709,4819,1955,9840,5793,5896,2008,5686,9627
754413	2211,5594,3924,4528,9806,9364,6611,2223,5085,9629,6067,5793,5896
590575	8427,2211,8811,3924,4699,6391,4290,6067,7539,6088,5321
361202	9397,2711,2341,2014,4320,6391,8790,1271,7382,9143,1651,9230,5074
656125	6796,9535,9230,2925,4699,9520,1207,6391,3030,4179,9594,5496,9408,2099,2807
656126	1788,8427,2202,5085,8581,7119,6365
230145	7119,4646,7502
230151	2202,1651,8177,8229,5624,2787,4290,7515,7918,5793,5896,5073,5686,6449
688904	5211
525066	6067,8383
932942	7619,5168,9806,5087,2223,1734,9629,6067,5793,5896,9743,5914
901250	1788,9617,6550,3924,4942,4699,8949,6067,1520,7092,2260,5739,2804
852756	2854
688924	2711,6067,3924,2080,6391,2139,6337,9648,4447,9143,9230,4582
197407	8250,8359,9143,7631,7054,7138,5997,4034,5914,2015,9594,7663,2077,6164,3050,1147
131872	7336,2211,6812,1147,3924,3250,5794,2223,1152,9629,5325,1865,6067,5896,5686,5786,9769
197411	8313
761609	2854,4572,8397,8067,6804,6391,6812,5786,3627,7929,1569,7515,5871,1520,9143,6251,9769,6449
918311	9397,7336,2211,2601,3924,4528,1586,2766,2002,9840,5896,4950,9302,1147
197417	6796,5380,2202,7149,8177,8229,2787,1845,9573,5474,6059,5896,5793,2008,2807,6449
525099	1051,5319,2658,6540,3683,6391,9520,1523,7929,6675,7405,6067,8764,7830,9143,7119,2361,3419
336095	6063
262965	5116
328506	9151
361277	7336,2711,3924,2080,6391,1586,1613,4290,6447,6067,6869,9230
525122	7336,2658,8250,3924,9383,9449,6391,6709,4980,7515,4770,8646,6876
623429	1788,3135,6582
688975	6657,7990,7444
164688	4923,6972,1955,2747,1573,2008,9408,9979
492370	5380,7336,9408,5896,3924,7210,7299,9364,3121,2694,5793,9751,5073,2530,1651,2008
261875	6796,9573,5186,1147,3611,3683,7299,2443,1303,5349,3208,5476,5793,5896,8313,2008,7149
623447	2211,6550,4942,4320,4528,5794,5793,5896,4202,9302,6449
492376	7405,4009,8594,4696
295777	3135,6067
820069	1788,6626,2711,9064,7662
623467	6067,5567,5085
820081	1348,9263,4923,7149,9840,5794,7780,1573,5801,1651,7555,3051
230267	9755
866387	3509,9478,5116,9381,4741,9230,8357
590723	9263,8609,4248,8639,5442,5794,4369,5085,3651,9674,6197,4784,9513,6067,1651,8618,3198
295817	2711,3924,2629,9755,7382,6391,6092,9230,4582
263052	2711,4668,6067,4034
544504	5469,6067,1734,8357,3046
328604	9397,7336,8397,6550,8250,3924,3509,9449,6804,3796,3030,2854,2658,5793,4770,5896
328606	1789,3590,3924,2847,7259,2658,4029,5319,6557,5278,1613,6067,6048,8344,9979,6611,6398,1651,4528,3683,6391,5087,5997,5085,2798,6337,1725,1369,3198
590751	9397,2400,5038,2980,7434,5557,5901,5793,9648,5896,2099,2361,7116
426919	7923,4942,2080,1720,7929,1955,6067,6925,9143,2361,6449
918448	3509,2711,5594,2938,8177,8633,7776,6067,5793,5896,2008,6538,1161
754613	7336,2521,1161,3924,6391,3719,9755,8917,8721,2008,9769,9230
132022	3760,2862,8397,8251,3587,2918,6391,9520,4179,7929,2658,5557,4494,6067,7405,5730,6449,3896,2361,6908
983994	2069,2211,8177,4528
885694	7326,8397,3924,9230,6391,4007,7515,2711,4770,7380,2099,8779
939509	7051,2210,2961,5378,8177,5297,6391,8397,4572,2711,6984,6067,2341,8327,6449,1147
394184	8397,8177,4069,6391,9755,2711,4572,2108,9844,7382,9230
525258	7336,1287,1147,3924,8229,3208,1569,5786,9840,5793,6067,7692,1271,9984,5896
984012	9700
384110	9397,2443,3121,3881,1303,9230,6796,6391,3874,4142,7515,4770,6361,8642
623566	7456,4923,4748,1147,4699,8229,1569,3151,6074,5757,3173,7119,7555
787409	2859,2658,5168,2080,6391,1195,4324,5085,1734,5557,6067,3989,7014,6449
245924	9263,1023,4528,8949,1734,5085,3051,6067,8128,5811,8357,6449
394205	7336,2711,2125,3924,6582,6391,3719,4708,9755,6337,9844,9143,9230,1662,4582
754655	2711,2125,9604,8177,2080,6391,6447,5557,6337,8790,9143,9769,9230,6538
394214	8916,3038,4696
689129	1348,9397,2862,8397,6796,6391,9520,4179,8127,7515,6038,4770,7456,2015,9408,2099,7780,3419
525290	2711,1161,3924,8386,3829,6709,4572,5116,5378,4741,2980,7515,6067,8612,7536,3896,8513,8397,9339,2854,4770,7336,3683,5188,6391,3030,3796,1725
759293	9397,8397,5186,9604,5168,6391,8359,5786,5871,6067,8790,6449,4582
197616	2211,2228,8177,3030,1202,4480,4572,5793,3853,5896,1888,8489,5652,6449
361459	5987
660990	9397,2443,6272,3033,6067,7536,4770,6038,1651,3051
230391	1938,5116
420692	1789,6391,8366,9631,4202,5073,1619,4699,2223,6067,8427,5960,1651,2361,6582,9443,5285,7929,5997,1023,1725,3151,3198
590844	9397,6796,8250,6391,9443,7515,4770,5960,7119,3050
918525	4081,9471,6965,2080,3576,6447,1694,6337,6067,6626,9143,7014,2364,6449
590849	5029,9263,4069,7923,2491,4741,3796,5278,4572,9048,6067,7831
361478	7336,3924,6597,6804,7515,5521,4572,5793,4770,5686,9230
132109	6796,4923,8082,1262,8313,8127
263182	7923,1446,1719,4528,1569,6067,5211,2080
754722	7405,7093,5479
721964	7336,2658,3924,4901,1827,1195,4324,3004,6067,9143,4598,9769,5739,2080
464392	3760,4081,2711,3924,8397,3719,9755,9844,8721,1651,9230,7628
885812	2211,4528,5896,9840,4942,5442,6812,5557,5997,5794,5793,1889,5960,9631,4784,8618,6449
820278	2474,6792,7923,9520,6391,3030,5702,7929,6611,8713,6067,7405,2099,2361
289631	4923,1858,2847,1200,9709,2187,8479,2252
249905	2711,6584,7262,9844,1651,9230
820295	3796,1023,9230,6804,6391,5557,2453,2854,4572,6067,1520,6626,4007,3896,4782,6449
721995	7092,6584,4942,9629,6067,5998
754767	7336,2211,6272,3924,7561,4528,6984,4324,5476,6067,5793,5896,1651,6035
328786	7209,7631,5385,3924,4233,5211,2925,9755,7515,5793,6533,5896,9844,7658,8489,6251,3896,5074,5594
590941	3760,6796,3201,3587,5515,7631,3874,2223,3135,1569,5794,6449,2099,8692
328800	7336,3201,3924,2990,3121,2741,2069,5793,5896,5686
394341	8427,4748,5385,2228,6391,4179,8397,4026,8359,9755,4770,2014,9143,9230,8250
328810	7336,8374,2711,6615,1161,3924,6582,9095,6391,2862,7929,6447,5557,6067,9961,6673,1427
459884	9397,4009,8397,5557,8082,4081,3030,6391,8383,4179,6796,7515,9520,8931,4770,4447,9663,6582,2099,2361,3419
328814	2961,3924,4942,9447,4528,2223,5085,9629,6067,5793,5896,2341
197745	6796,5223,6804,6984,9443,5987,2223,7434,5521,7515,5794,5793,5896,8489,6361,2807
361587	5029,9263,7920,3924,1023,4942,5599,1725,5085,2069,5997,9048,7690,6067,1788,5073,3051,2104
328827	6951
820350	7336,2862,4683,3924,6391,6077,9665,6067,8811,2008,9408,3162,5962,1161
361599	9397,6792,6804,7617,4368,2854,1569,6067,4770,9743,4170,3968
754816	9397,6796,6343,4923,8666,6347,9371,9230,6391,3205,6038,3097,4770,2099
296065	6067,9230,2361
132227	7336,7628,2980,3924,6582,4699,6828,2080,6391,1200,7929,3250,6067,6088,3896,6164
448022	9617,3924,8427,9269,6812,8327,8344,8949,3511,2223,9401,6067,7555,5380,1955,5557,5896,9641,6449,5087,5997,8764,5794,4991
885894	1225,1303,6984,2925,9498,9594,9143,2099,8344,5278,7515,2402,6361,1509,5380,2443,6796,1152,9397,4731,3881,7149,8666,2062,4582
754835	7336,1287,2526,3924,1271,6804,3796,8397,6709,4572,4069,6067,7692,9143,6391,3896
459930	4741
333338	8397,8177,8347,6804,6391,4572,4007,7515,2711,7527,4770,9230
525473	5380,6796,2862,6003,9520,9535,6391,2925,9397,2497,2841,7515,3323,3535,2099,9594,9408,9230,1462
394406	2521,3924,1023,4942,9520,1719,6391,8633,1613,2223,1694,6067,7405,9143,6449,2228,8344
942776	4942,4320,4528,4290,8764,6067,7014,9769,5739,9302
263341	9397,4947,6557,3051,1271,2495,9452,8764,6067,5730,1669,7405,2803,7537,4601,8344
591022	4923,5085,6063
885935	5029,3762,2711,1146,7692,8397,3719,7062,9755,8917,4770,9844,8721,9230
689336	9397,6796,6272,2125,7210,9471,5349,6067,7116,5896,3521,3051
202271	6833,9397,6003,6796,5809,7818,6611,5794,3535,5896,7456,5793,9408,7149
132287	9617,5216,7918,6088,4699,2223,6067,2361,5380,7923,5168,3871,5557,6716,6449,6139,6540,3683,6391,5997,5085,6058,1369
459968	7522,4009
885961	9397,6582,4748,4923,6796,7631,3874,9674,1569,5794,5793,3097,3135,9408,1662
984269	2859,7336,1287,7444,3924,2994,6391,3030,9629,6337,6067,6615,9143,6739,9769,5739
361682	1023,3924,4699,2223,5085,1694,6067,7539,2689,7918,9769
885976	1788,7336,9769,3924,4942,6657,2080,1613,3208,2741,6611,6067,2008,1651,6338,7014,2766
169509	6067,4045,1020,3924,7336,4699,2080,6391,9629,6337,5730,7014,3896
787684	9617,3920,3590,3924,2223,4208,8404,9302,1858,4942,1613,4124,5786,6067,6611,5896,5511,9175,7336,2211,8080,4528,5794,5793,1662
263405	8250
132334	1788,6557,5175,1725,1613,1595,8764,7119
263412	9263,1788,1147,3924,8789,4942,3511,6067,6061,1651,7923,2766,6447,6611,9840,5896,6739,9984,9769,7336,2211,7895,4528,2234,5793,2008,7529
328951	7336,2711,9604,3924,6391,9755,7382,5557,9844,8790,9143,9230,6538,7149
296184	4528,3924,1023,4942,4699,6705,2080,6391,2741,6887,1694,6337,6067,7692,5739
344277	7803,7990,1023,7890
132354	3683,7803,6139,1651,4699,9471,2223,3208,1569,5997,6197,5793,6058,5896,7037,7918,6449,8732,9769,8344
361740	6264,1147,4528,3034,8177,8633,3915,1694,6067,7014,9170,6337
886030	1225,7923,4528,1955,5914,2252
886033	6582,4447,4528,1023,4009,1719,6391,3030,9618,7929,1569,8789,6067,5212,7631,5211,6449,1369
525589	2252
132378	2711,9095,9143,8347,2807,9996,3250,1428,4708,2402,3890,8357,2361,9604,5168,8359,1592,8790,9230,6449,9495,1651,4668,3201,6391,4997,2798,6337,8721,8489
377051	5380,2211,1651,6550,9297,4528,5168,8229,2341,6611,5794,5793,6533,5442,5684,4784,6449
853292	7210,2069,5896
754995	9397,4009,6272,5223,3030,5371,2775,6796,4981,1569,7515,6067,4651,1669,5297,9143,5496,7536,5278,6449
525624	5029
165179	6067,7336,1287,6550,4157,3924,4942,5087,5085,6887,6325,5794,5793,6035,5896,7755,3201,9302,9297
722241	2341,3924,4528,5454,5085,8672,6611,5794,5793,5896,7380,9302
755016	1027,5594,7920,7210,5278,5454,6657,5786,9840,8916,6088,2008,5896,2104
394571	2210,2341,8177,3458,3796,4290,8397,2766,4572,6067,5135,6391,9769,6449
591182	9397,6965,4528,5442,6391,1613,2223,6067,4764,1889,8128,5811,7119,4784
158606	9397,7631,8397,5557,6555,7515,6796,6391,3030,1200,7434,5223,5474,6067,4034,2015,9143,2077,8357
689494	7336,2658,4770,2938,3924,9230,6391,9388,4572,7515,6067,7692,6251,2099,8250
886105	6796,4009,8257,5303,2938,8427,2769,3511,6391,3874,4179,8077,7929,7434,6626,5557,6067,1788,7405,1868
575071	5029,5087,1613,2223,9629,6067,1369,5739,7628,4583,6449
535439	7336,3796,3924,9143,4320,6391,3030,4708,2711,8359,5557,6337,9844,8489,9230
558430	7336,2211,7149,3924,4942,8229,4528,5085,7600,1569,4208,5794,5793,5896,5442,1651,8732
557285	4009,4447,7455,8628,3509,1507,8229,1725,9520,3220,5085,1569,7515,8931,5211,7988,1509,1523
